user_id,sex,age,age_category,dependents_c,last_month_salary_c
20341,F,43,40-49,4,8732
20342,M,52,50-59,0,7580
20343,M,66,60-69,0,7492
20344,F,39,30-39,0,7083
20345,M,64,60-69,0,5493
20346,F,58,50-59,0,7315
20347,M,57,50-59,0,9500
20348,M,49,40-49,2,5834
20349,M,48,40-49,1,1562
20350,F,61,60-69,0,6250
20351,M,71,70-79,0,5598
20352,M,53,50-59,2,4303
20353,F,70,70-79,3,5598
20354,M,67,60-69,0,14583
20355,M,61,60-69,0,7166
20356,F,61,60-69,0,10583
20357,M,41,40-49,0,7489
20358,F,71,70-79,1,3500
20359,F,68,60-69,0,7492
20360,M,39,30-39,2,1
20361,F,42,40-49,0,20130
20362,M,65,60-69,0,7492
20363,M,65,60-69,0,2475
20364,F,62,60-69,1,3380
20365,M,32,30-39,0,2129
20366,F,55,50-59,3,7580
20367,M,70,70-79,0,2995
20368,M,46,40-49,1,7489
20369,M,26,20-29,3,2393
20370,F,78,70-79,0,5598
20371,M,64,60-69,0,7492
20372,M,52,50-59,0,7333
20373,F,25,20-29,0,2917
20374,M,71,70-79,0,5598
20375,M,61,60-69,0,7492
20376,F,40,40-49,0,7489
20377,M,86,80-89,0,5067
20378,F,45,40-49,0,7000
20379,F,45,40-49,3,7000
20380,M,65,60-69,0,7492
20381,F,69,60-69,0,7492
20382,M,64,60-69,0,7492
20383,M,30,30-39,2,5499
20384,F,52,50-59,2,2022
20385,M,36,30-39,1,2200
20386,F,32,30-39,0,2904
20387,M,48,40-49,3,7489
20388,M,59,50-59,0,9200
20389,M,62,60-69,0,9766
20390,F,45,40-49,2,7489
20391,M,64,60-69,1,16000
20392,M,66,60-69,0,2000
20393,F,45,40-49,0,7489
20394,M,62,60-69,1,7492
20395,M,37,30-39,0,2400
20396,F,43,40-49,0,12500
20397,M,26,20-29,0,6500
20398,F,41,40-49,3,20000
20399,F,24,20-29,0,3000
20400,M,71,70-79,0,5303
20401,F,55,50-59,3,4261
20402,M,45,40-49,0,7489
20403,M,34,30-39,0,10083
20404,F,64,60-69,0,7492
20405,M,39,30-39,2,14875
20406,F,52,50-59,2,10000
20407,M,75,70-79,0,5598
20408,M,66,60-69,2,13708
20409,M,44,40-49,0,5333
20410,F,45,40-49,2,3968
20411,M,46,40-49,1,7489
20412,M,74,70-79,0,5598
20413,F,63,60-69,1,8239
20414,M,29,20-29,0,4000
20415,M,54,50-59,1,10500
20416,F,46,40-49,2,5833
20417,M,32,30-39,1,2500
20418,F,60,60-69,0,7492
20419,F,55,50-59,0,5833
20420,M,33,30-39,0,3791
20421,F,45,40-49,2,4006
20422,M,86,80-89,0,2850
20423,M,31,30-39,2,5200
20424,F,47,40-49,0,5000
20425,M,47,40-49,2,9958
20426,F,43,40-49,0,5600
20427,M,39,30-39,0,5833
20428,M,36,30-39,1,10000
20429,M,53,50-59,1,2999
20430,F,56,50-59,0,7580
20431,M,58,50-59,0,7580
20432,M,68,60-69,0,7492
20433,F,57,50-59,0,7470
20434,M,63,60-69,0,4890
20435,M,58,50-59,0,7580
20436,F,61,60-69,0,10500
20437,M,27,20-29,0,1500
20438,F,68,60-69,0,6400
20439,F,93,90+,0,7608
20440,M,52,50-59,0,5960
20441,F,35,30-39,0,5416
20442,M,44,40-49,1,8079
20443,M,66,60-69,0,2423
20444,F,51,50-59,0,0
20445,M,62,60-69,0,7492
20446,F,47,40-49,0,1950
20447,M,51,50-59,2,10057
20448,M,41,40-49,0,674
20449,M,30,30-39,0,2324
20450,F,30,30-39,0,1700
20451,M,61,60-69,0,6049
20452,M,50,50-59,1,6761
20453,F,51,50-59,0,8500
20454,M,44,40-49,2,23333
20455,M,77,70-79,0,5598
20456,F,58,50-59,0,4800
20457,M,32,30-39,3,4400
20458,F,70,70-79,0,2000
20459,F,49,40-49,1,7179
20460,M,74,70-79,0,5598
20461,F,33,30-39,2,10180
20462,M,58,50-59,0,7580
20463,M,38,30-39,2,4000
20464,F,49,40-49,0,7489
20465,M,47,40-49,3,7750
20466,F,60,60-69,1,6483
20467,M,75,70-79,0,5598
20468,M,66,60-69,0,10364
20469,M,64,60-69,0,4330
20470,F,57,50-59,0,1600
20471,M,79,70-79,0,6000
20472,M,40,40-49,2,6500
20473,F,48,40-49,0,0
20474,M,77,70-79,1,5598
20475,M,40,40-49,2,7876
20476,F,56,50-59,0,10000
20477,M,86,80-89,0,5067
20478,F,46,40-49,0,2840
20479,F,66,60-69,0,3800
20480,M,82,80-89,1,6666
20481,F,34,30-39,0,4100
20482,M,44,40-49,1,5500
20483,M,50,50-59,0,12500
20484,F,58,50-59,1,7580
20485,M,47,40-49,0,8025
20486,F,29,20-29,0,3500
20487,M,22,20-29,0,2905
20488,M,58,50-59,0,3904
20489,M,55,50-59,2,3750
20490,F,84,80-89,0,5067
20491,M,26,20-29,0,2905
20492,M,62,60-69,1,2500
20493,F,45,40-49,2,40000
20494,M,60,60-69,0,4337
20495,M,48,40-49,0,7667
20496,F,67,60-69,0,9000
20497,M,66,60-69,0,4000
20498,F,39,30-39,4,5710
20499,F,62,60-69,0,11479
20500,M,72,70-79,0,1
20501,F,81,80-89,0,5067
20502,M,59,50-59,0,802
20503,M,52,50-59,0,7580
20504,F,67,60-69,2,7030
20505,M,85,80-89,0,3750
20506,F,83,80-89,0,1998
20507,M,88,80-89,0,9999
20508,M,35,30-39,3,4898
20509,M,36,30-39,1,3939
20510,F,68,60-69,1,5158
20511,M,49,40-49,1,3200
20512,M,47,40-49,4,1862
20513,F,46,40-49,2,5661
20514,M,65,60-69,0,7500
20515,M,56,50-59,0,4655
20516,F,53,50-59,1,7200
20517,M,52,50-59,1,7580
20518,F,56,50-59,0,3263
20519,F,43,40-49,4,3400
20520,M,54,50-59,4,7580
20521,F,56,50-59,4,12083
20522,M,43,40-49,3,5595
20523,M,48,40-49,0,3500
20524,F,55,50-59,1,13500
20525,M,47,40-49,0,2666
20526,F,61,60-69,0,7492
20527,M,71,70-79,0,4263
20528,M,58,50-59,0,4857
20529,M,60,60-69,0,7492
20530,F,37,30-39,1,8200
20531,M,64,60-69,0,4950
20532,M,50,50-59,2,4622
20533,F,35,30-39,2,5499
20534,M,49,40-49,0,7489
20535,M,62,60-69,0,7000
20536,F,47,40-49,4,12300
20537,M,61,60-69,0,7492
20538,F,40,40-49,0,0
20539,F,58,50-59,0,20000
20540,M,55,50-59,2,30583
20541,F,56,50-59,0,7580
20542,M,41,40-49,2,2248
20543,M,67,60-69,1,7916
20544,F,77,70-79,0,6833
20545,M,69,60-69,0,4200
20546,F,60,60-69,1,20000
20547,M,82,80-89,0,17000
20548,M,45,40-49,0,8000
20549,M,60,60-69,0,7492
20550,F,49,40-49,0,6000
20551,M,44,40-49,0,4500
20552,M,46,40-49,0,3100
20553,F,70,70-79,0,7342
20554,M,49,40-49,1,6160
20555,M,38,30-39,4,3200
20556,F,45,40-49,4,9000
20557,M,22,20-29,0,0
20558,F,62,60-69,0,2422
20559,F,42,40-49,0,2300
20560,M,41,40-49,2,2520
20561,F,61,60-69,2,7083
20562,M,31,30-39,0,2500
20563,M,76,70-79,1,15057
20564,F,71,70-79,0,8700
20565,M,52,50-59,0,4933
20566,F,37,30-39,1,6000
20567,M,57,50-59,1,3454
20568,M,46,40-49,0,4200
20569,M,76,70-79,0,1200
20570,F,68,60-69,1,2437
20571,M,57,50-59,4,9899
20572,M,36,30-39,2,10166
20573,F,49,40-49,0,7489
20574,M,50,50-59,0,6448
20575,M,59,50-59,0,2600
20576,F,86,80-89,0,5067
20577,M,38,30-39,0,5000
20578,F,44,40-49,2,8800
20579,F,46,40-49,1,7489
20580,M,59,50-59,0,10000
20581,F,44,40-49,0,6000
20582,M,32,30-39,0,3444
20583,M,56,50-59,1,11000
20584,F,68,60-69,0,7492
20585,M,33,30-39,1,1200
20586,F,48,40-49,0,7189
20587,M,37,30-39,0,5166
20588,M,65,60-69,0,0
20589,M,80,80-89,0,5067
20590,F,44,40-49,0,4786
20591,M,43,40-49,2,4000
20592,M,88,80-89,0,5000
20593,F,43,40-49,2,9000
20594,M,54,50-59,0,13025
20595,M,49,40-49,0,7489
20596,F,60,60-69,0,5235
20597,M,41,40-49,1,5000
20598,F,82,80-89,1,6135
20599,F,26,20-29,0,2905
20600,M,54,50-59,2,5916
20601,F,58,50-59,2,4506
20602,M,41,40-49,0,4435
20603,M,59,50-59,0,7580
20604,F,25,20-29,1,4880
20605,M,24,20-29,0,2905
20606,F,71,70-79,2,5598
20607,M,80,80-89,0,5067
20608,M,72,70-79,0,2000
20609,M,52,50-59,0,4500
20610,F,41,40-49,2,3600
20611,M,43,40-49,0,12333
20612,M,65,60-69,0,3604
20613,F,59,50-59,0,7613
20614,M,56,50-59,0,10225
20615,M,38,30-39,2,4500
20616,F,32,30-39,2,5000
20617,M,66,60-69,0,8500
20618,F,44,40-49,2,7489
20619,F,27,20-29,0,3520
20620,M,36,30-39,0,1000
20621,F,58,50-59,1,4913
20622,M,64,60-69,0,0
20623,M,61,60-69,2,7492
20624,F,71,70-79,0,3400
20625,M,57,50-59,0,5000
20626,F,51,50-59,0,7580
20627,M,31,30-39,0,6125
20628,M,61,60-69,1,9500
20629,M,45,40-49,4,3500
20630,F,45,40-49,2,3367
20631,M,43,40-49,4,7489
20632,M,62,60-69,0,3250
20633,F,72,70-79,2,6250
20634,M,72,70-79,0,3000
20635,M,44,40-49,1,3000
20636,F,51,50-59,0,7580
20637,M,45,40-49,1,8420
20638,F,63,60-69,6,4000
20639,F,27,20-29,0,4088
20640,M,70,70-79,1,7000
20641,F,80,80-89,1,1592
20642,M,65,60-69,1,3894
20643,M,38,30-39,2,3500
20644,F,53,50-59,3,6100
20645,M,49,40-49,3,5050
20646,F,61,60-69,0,6943
20647,M,27,20-29,0,7840
20648,M,50,50-59,0,5865
20649,M,45,40-49,0,17500
20650,F,56,50-59,3,7580
20651,M,66,60-69,0,6198
20652,M,31,30-39,0,3900
20653,F,38,30-39,1,3030
20654,M,36,30-39,0,4000
20655,M,43,40-49,2,13228
20656,F,79,70-79,0,6317
20657,M,55,50-59,0,5640
20658,F,47,40-49,0,7489
20659,F,39,30-39,0,6575
20660,M,56,50-59,3,4880
20661,F,40,40-49,3,6833
20662,M,40,40-49,6,6300
20663,M,58,50-59,0,2000
20664,F,77,70-79,0,5598
20665,M,47,40-49,1,8850
20666,F,66,60-69,0,3750
20667,M,45,40-49,1,10583
20668,M,73,70-79,0,5900
20669,M,69,60-69,1,3800
20670,F,56,50-59,0,7580
20671,M,52,50-59,1,8500
20672,M,54,50-59,0,9130
20673,F,47,40-49,1,3551
20674,M,68,60-69,0,2546
20675,M,31,30-39,0,5000
20676,F,85,80-89,0,2622
20677,M,25,20-29,0,2000
20678,F,41,40-49,6,4333
20679,F,74,70-79,0,2500
20680,M,39,30-39,0,9431
20681,F,69,60-69,0,7492
20682,M,51,50-59,2,3816
20683,M,31,30-39,2,4000
20684,F,41,40-49,0,5900
20685,M,33,30-39,0,3000
20686,F,47,40-49,1,4500
20687,M,52,50-59,0,8552
20688,M,45,40-49,0,5716
20689,M,66,60-69,0,3348
20690,F,60,60-69,2,12000
20691,M,31,30-39,0,6000
20692,M,44,40-49,0,9594
20693,F,51,50-59,0,4000
20694,M,48,40-49,0,3500
20695,M,54,50-59,2,7580
20696,F,54,50-59,0,3650
20697,M,53,50-59,0,7580
20698,F,59,50-59,0,5100
20699,F,68,60-69,0,7492
20700,M,64,60-69,1,14583
20701,F,33,30-39,1,3000
20702,M,63,60-69,0,5579
20703,M,27,20-29,0,2905
20704,F,48,40-49,2,2200
20705,M,58,50-59,1,3000
20706,F,65,60-69,0,7758
20707,M,39,30-39,2,9166
20708,M,41,40-49,2,7000
20709,M,53,50-59,3,2250
20710,F,44,40-49,0,7489
20711,M,47,40-49,2,12600
20712,M,43,40-49,0,13576
20713,F,37,30-39,0,4083
20714,M,47,40-49,3,533
20715,M,60,60-69,0,5180
20716,F,50,50-59,0,7580
20717,M,27,20-29,0,4500
20718,F,56,50-59,0,12583
20719,F,40,40-49,2,5833
20720,M,74,70-79,0,5598
20721,F,37,30-39,0,11420
20722,M,36,30-39,3,7666
20723,M,44,40-49,3,9500
20724,F,65,60-69,0,5833
20725,M,87,80-89,0,5067
20726,F,72,70-79,0,5598
20727,M,30,30-39,0,3678
20728,M,70,70-79,0,5598
20729,M,47,40-49,3,5266
20730,F,41,40-49,0,7489
20731,M,55,50-59,0,9000
20732,M,26,20-29,0,2905
20733,F,81,80-89,0,5067
20734,M,40,40-49,0,2500
20735,M,74,70-79,0,2367
20736,F,47,40-49,4,2400
20737,M,60,60-69,2,11250
20738,F,47,40-49,0,7489
20739,F,59,50-59,0,11666
20740,M,63,60-69,0,20446
20741,F,46,40-49,4,3964
20742,M,51,50-59,0,7487
20743,M,73,70-79,0,2600
20744,F,33,30-39,0,4700
20745,M,49,40-49,2,7412
20746,F,45,40-49,4,7825
20747,M,34,30-39,0,5499
20748,M,37,30-39,0,3000
20749,M,63,60-69,0,8730
20750,F,64,60-69,0,49625
20751,M,75,70-79,0,5202
20752,M,62,60-69,0,7492
20753,F,60,60-69,3,12000
20754,M,49,40-49,1,7489
20755,M,85,80-89,0,5067
20756,F,36,30-39,1,6561
20757,M,57,50-59,0,7580
20758,F,43,40-49,0,7489
20759,F,49,40-49,0,7528
20760,M,60,60-69,1,8700
20761,F,59,50-59,0,7580
20762,M,67,60-69,1,2842
20763,M,63,60-69,3,17249
20764,F,72,70-79,0,5598
20765,M,60,60-69,1,4616
20766,F,50,50-59,0,7580
20767,M,44,40-49,3,2600
20768,M,48,40-49,2,6044
20769,M,35,30-39,3,8536
20770,F,88,80-89,0,5067
20771,M,38,30-39,1,6149
20772,M,61,60-69,1,7492
20773,F,42,40-49,2,8506
20774,M,61,60-69,0,3400
20775,M,49,40-49,0,7489
20776,F,55,50-59,1,24000
20777,M,45,40-49,2,5833
20778,F,42,40-49,4,11125
20779,F,22,20-29,0,0
20780,M,66,60-69,0,3226
20781,F,30,30-39,1,5499
20782,M,34,30-39,0,5499
20783,M,80,80-89,0,5067
20784,F,52,50-59,0,7580
20785,M,57,50-59,1,3358
20786,F,60,60-69,0,7492
20787,M,75,70-79,1,3872
20788,M,75,70-79,0,4166
20789,M,57,50-59,2,16000
20790,F,74,70-79,0,7250
20791,M,34,30-39,2,5499
20792,M,47,40-49,0,7489
20793,F,55,50-59,0,5640
20794,M,45,40-49,2,7201
20795,M,63,60-69,0,14300
20796,F,86,80-89,0,10500
20797,M,26,20-29,0,2905
20798,F,55,50-59,1,1775
20799,F,67,60-69,0,10300
20800,M,55,50-59,0,6381
20801,F,49,40-49,0,5163
20802,M,51,50-59,0,6666
20803,M,73,70-79,1,2666
20804,F,68,60-69,0,7492
20805,M,58,50-59,0,7580
20806,F,23,20-29,0,820
20807,M,44,40-49,2,11675
20808,M,64,60-69,0,4500
20809,M,70,70-79,0,4003
20810,F,24,20-29,0,2200
20811,M,45,40-49,2,10000
20812,M,52,50-59,1,6290
20813,F,62,60-69,0,2000
20814,M,36,30-39,0,17500
20815,M,35,30-39,2,8900
20816,F,76,70-79,0,427
20817,M,58,50-59,0,527
20818,F,62,60-69,1,3400
20819,F,69,60-69,0,7492
20820,M,46,40-49,0,5700
20821,F,64,60-69,1,6900
20822,M,69,60-69,0,8486
20823,M,40,40-49,0,6000
20824,F,22,20-29,0,4500
20825,M,53,50-59,0,8000
20826,F,87,80-89,0,5067
20827,M,41,40-49,2,14000
20828,M,41,40-49,2,5600
20829,M,43,40-49,2,9250
20830,F,23,20-29,0,1700
20831,M,50,50-59,4,11046
20832,M,74,70-79,0,6547
20833,F,29,20-29,1,2200
20834,M,36,30-39,0,1400
20835,M,76,70-79,0,5598
20836,F,54,50-59,2,5616
20837,M,58,50-59,1,19275
20838,F,47,40-49,0,9500
20839,F,57,50-59,0,2500
20840,M,71,70-79,0,6283
20841,F,59,50-59,1,7580
20842,M,42,40-49,2,4500
20843,M,55,50-59,3,10000
20844,F,34,30-39,0,1200
20845,M,46,40-49,0,7489
20846,F,21,20-29,0,929
20847,M,44,40-49,2,2616
20848,M,69,60-69,0,7492
20849,M,74,70-79,0,2500
20850,F,67,60-69,1,7492
20851,M,45,40-49,0,6250
20852,M,49,40-49,2,19200
20853,F,37,30-39,1,6458
20854,M,58,50-59,2,4300
20855,M,56,50-59,0,5625
20856,F,47,40-49,0,5771
20857,M,46,40-49,2,7610
20858,F,47,40-49,3,12500
20859,F,41,40-49,4,9712
20860,M,48,40-49,0,3666
20861,F,56,50-59,0,5600
20862,M,41,40-49,1,3100
20863,M,40,40-49,4,9733
20864,F,51,50-59,0,8750
20865,M,51,50-59,2,10000
20866,F,64,60-69,0,7492
20867,M,63,60-69,0,7609
20868,M,38,30-39,0,5499
20869,M,45,40-49,2,7489
20870,F,52,50-59,3,7580
20871,M,43,40-49,0,9717
20872,M,73,70-79,0,5598
20873,F,67,60-69,0,7492
20874,M,72,70-79,0,5598
20875,M,41,40-49,0,5833
20876,F,56,50-59,3,10000
20877,M,38,30-39,1,2833
20878,F,62,60-69,1,12217
20879,F,29,20-29,0,2670
20880,M,27,20-29,0,5416
20881,F,61,60-69,0,7492
20882,M,61,60-69,0,16000
20883,M,62,60-69,0,5103
20884,F,58,50-59,0,7833
20885,M,49,40-49,1,3417
20886,F,28,20-29,0,2550
20887,M,23,20-29,0,2905
20888,M,31,30-39,0,8083
20889,M,55,50-59,1,0
20890,F,46,40-49,1,4000
20891,M,57,50-59,0,7583
20892,M,65,60-69,0,12500
20893,F,60,60-69,0,6575
20894,M,23,20-29,0,3200
20895,M,30,30-39,1,5029
20896,F,46,40-49,0,8600
20897,M,59,50-59,0,3466
20898,F,36,30-39,0,5499
20899,F,27,20-29,0,2090
20900,M,70,70-79,1,1933
20901,F,73,70-79,0,6082
20902,M,85,80-89,0,5449
20903,M,81,80-89,0,7332
20904,F,66,60-69,0,2625
20905,M,61,60-69,5,7492
20906,F,57,50-59,2,7580
20907,M,79,70-79,0,8000
20908,M,34,30-39,0,5480
20909,M,41,40-49,0,9038
20910,F,56,50-59,2,4850
20911,M,56,50-59,2,15666
20912,M,34,30-39,0,10950
20913,F,71,70-79,0,2194
20914,M,79,70-79,0,1713
20915,M,59,50-59,0,4800
20916,F,44,40-49,3,8200
20917,M,41,40-49,0,41666
20918,F,60,60-69,1,12500
20919,F,41,40-49,1,1858
20920,M,63,60-69,0,11250
20921,F,33,30-39,0,1000
20922,M,69,60-69,0,7492
20923,M,75,70-79,0,1700
20924,F,82,80-89,0,3369
20925,M,41,40-49,0,7489
20926,F,38,30-39,0,5499
20927,M,45,40-49,2,19000
20928,M,24,20-29,0,2750
20929,M,29,20-29,0,2000
20930,F,29,20-29,0,0
20931,M,40,40-49,0,7489
20932,M,40,40-49,0,3417
20933,F,64,60-69,1,11700
20934,M,35,30-39,0,6666
20935,M,72,70-79,0,2500
20936,F,56,50-59,0,7000
20937,M,79,70-79,0,5598
20938,F,32,30-39,0,2640
20939,F,46,40-49,2,7489
20940,M,51,50-59,0,9800
20941,F,80,80-89,0,5001
20942,M,31,30-39,0,2083
20943,M,49,40-49,0,4600
20944,F,75,70-79,0,5598
20945,M,66,60-69,0,2800
20946,F,41,40-49,3,4200
20947,M,70,70-79,1,4560
20948,M,40,40-49,1,7500
20949,M,80,80-89,0,8333
20950,F,64,60-69,0,6119
20951,M,60,60-69,0,4000
20952,M,46,40-49,2,4166
20953,F,44,40-49,3,6000
20954,M,76,70-79,0,5598
20955,M,38,30-39,1,9500
20956,F,78,70-79,0,10500
20957,M,54,50-59,2,3702
20958,F,64,60-69,0,9750
20959,F,45,40-49,2,9250
20960,M,44,40-49,2,32000
20961,F,59,50-59,0,7580
20962,M,81,80-89,0,7262
20963,M,35,30-39,3,9500
20964,F,43,40-49,0,41666
20965,M,61,60-69,0,14250
20966,F,69,60-69,0,7800
20967,M,46,40-49,0,2646
20968,M,75,70-79,0,5598
20969,M,55,50-59,2,7580
20970,F,75,70-79,0,10500
20971,M,49,40-49,2,6800
20972,M,74,70-79,0,2700
20973,F,57,50-59,0,7580
20974,M,61,60-69,0,7492
20975,M,31,30-39,0,4833
20976,F,71,70-79,0,1050
20977,M,65,60-69,0,7492
20978,F,49,40-49,3,8750
20979,F,46,40-49,0,7489
20980,M,70,70-79,0,5598
20981,F,62,60-69,1,4300
20982,M,68,60-69,0,7492
20983,M,74,70-79,0,5416
20984,F,69,60-69,0,2600
20985,M,61,60-69,0,7492
20986,F,74,70-79,1,6189
20987,M,66,60-69,1,2300
20988,M,44,40-49,0,10315
20989,M,41,40-49,1,9379
20990,F,75,70-79,0,10500
20991,M,72,70-79,1,12556
20992,M,47,40-49,2,6709
20993,F,51,50-59,0,3000
20994,M,29,20-29,0,3750
20995,M,87,80-89,0,5166
20996,F,37,30-39,1,6250
20997,M,49,40-49,2,3862
20998,F,58,50-59,0,10400
20999,F,50,50-59,0,7580
21000,M,80,80-89,1,3100
21001,F,78,70-79,1,3500
21002,M,36,30-39,0,6291
21003,M,33,30-39,2,3846
21004,F,31,30-39,0,4200
21005,M,59,50-59,0,6832
21006,F,38,30-39,0,3525
21007,M,60,60-69,1,4825
21008,M,28,20-29,1,2383
21009,M,56,50-59,0,3500
21010,F,60,60-69,0,4765
21011,M,52,50-59,5,27000
21012,M,30,30-39,1,5400
21013,F,61,60-69,0,4061
21014,M,56,50-59,0,4614
21015,M,51,50-59,2,5000
21016,F,31,30-39,0,5499
21017,M,39,30-39,0,2270
21018,F,56,50-59,3,11500
21019,F,84,80-89,0,5067
21020,M,42,40-49,2,6400
21021,F,42,40-49,2,1500
21022,M,55,50-59,0,6400
21023,M,33,30-39,1,3000
21024,F,36,30-39,2,8100
21025,M,52,50-59,0,7580
21026,F,68,60-69,0,13000
21027,M,63,60-69,3,5740
21028,M,25,20-29,0,950
21029,M,38,30-39,2,4217
21030,F,48,40-49,0,4200
21031,M,41,40-49,1,7489
21032,M,48,40-49,1,7489
21033,F,33,30-39,0,7946
21034,M,63,60-69,1,12000
21035,M,64,60-69,0,10500
21036,F,81,80-89,0,2200
21037,M,25,20-29,1,4000
21038,F,48,40-49,0,7489
21039,F,29,20-29,0,4000
21040,M,54,50-59,0,7580
21041,F,57,50-59,0,7916
21042,M,66,60-69,0,5000
21043,M,44,40-49,0,3500
21044,F,58,50-59,0,4600
21045,M,37,30-39,0,5442
21046,F,58,50-59,1,8000
21047,M,63,60-69,1,8583
21048,M,65,60-69,0,12499
21049,M,67,60-69,1,9400
21050,F,61,60-69,0,2900
21051,M,53,50-59,1,7580
21052,M,64,60-69,0,7492
21053,F,29,20-29,0,2905
21054,M,72,70-79,0,6500
21055,M,38,30-39,1,10500
21056,F,49,40-49,2,7489
21057,M,73,70-79,0,5598
21058,F,55,50-59,0,7580
21059,F,42,40-49,0,7350
21060,M,52,50-59,1,9375
21061,F,40,40-49,3,5000
21062,M,93,90+,0,4388
21063,M,43,40-49,2,31875
21064,F,55,50-59,3,6083
21065,M,48,40-49,1,5258
21066,F,41,40-49,0,10500
21067,M,33,30-39,0,2500
21068,M,37,30-39,0,7083
21069,M,75,70-79,0,5016
21070,F,65,60-69,1,13800
21071,M,36,30-39,0,4000
21072,M,49,40-49,0,6700
21073,F,59,50-59,0,3089
21074,M,56,50-59,1,5900
21075,M,64,60-69,1,6947
21076,F,64,60-69,0,2312
21077,M,72,70-79,0,5598
21078,F,29,20-29,0,1500
21079,F,42,40-49,2,7908
21080,M,54,50-59,0,3150
21081,F,30,30-39,0,5337
21082,M,52,50-59,2,21000
21083,M,39,30-39,0,3750
21084,F,73,70-79,0,9344
21085,M,28,20-29,0,4766
21086,F,89,80-89,0,5067
21087,M,79,70-79,0,5598
21088,M,82,80-89,1,3300
21089,M,43,40-49,2,1
21090,F,40,40-49,2,7000
21091,M,59,50-59,0,7580
21092,M,51,50-59,0,7580
21093,F,81,80-89,0,2000
21094,M,60,60-69,0,7492
21095,M,55,50-59,0,7166
21096,F,44,40-49,2,1560100
21097,M,32,30-39,0,5499
21098,F,36,30-39,0,5000
21099,F,68,60-69,0,7492
21100,M,31,30-39,0,764
21101,F,47,40-49,2,1
21102,M,45,40-49,3,16000
21103,M,46,40-49,1,7489
21104,F,38,30-39,0,2500
21105,M,72,70-79,0,2325
21106,F,58,50-59,0,1667
21107,M,62,60-69,0,5800
21108,M,82,80-89,1,4600
21109,M,49,40-49,2,11759
21110,F,71,70-79,0,10250
21111,M,76,70-79,0,5598
21112,M,45,40-49,1,7083
21113,F,55,50-59,0,2101
21114,M,54,50-59,0,5400
21115,M,69,60-69,0,7100
21116,F,76,70-79,1,8075
21117,M,48,40-49,1,7489
21118,F,69,60-69,0,6700
21119,F,44,40-49,3,6000
21120,M,25,20-29,0,2600
21121,F,42,40-49,2,9200
21122,M,52,50-59,0,5388
21123,M,65,60-69,0,8328
21124,F,47,40-49,2,8500
21125,M,52,50-59,1,6203
21126,F,41,40-49,2,11666
21127,M,66,60-69,1,7750
21128,M,57,50-59,0,1500
21129,M,50,50-59,0,5900
21130,F,66,60-69,0,3650
21131,M,42,40-49,4,10373
21132,M,88,80-89,0,16779
21133,F,43,40-49,2,9000
21134,M,59,50-59,3,12200
21135,M,27,20-29,2,5070
21136,F,42,40-49,2,5916
21137,M,59,50-59,1,7580
21138,F,75,70-79,0,5598
21139,F,46,40-49,1,7489
21140,M,31,30-39,0,2500
21141,F,28,20-29,0,764
21142,M,81,80-89,0,2377
21143,M,72,70-79,0,1733
21144,F,38,30-39,2,2600
21145,M,72,70-79,2,5416
21146,F,50,50-59,1,2540
21147,M,58,50-59,0,8333
21148,M,43,40-49,0,1000
21149,M,56,50-59,1,7580
21150,F,60,60-69,2,8833
21151,M,27,20-29,0,2905
21152,M,24,20-29,0,820
21153,F,66,60-69,0,6586
21154,M,49,40-49,2,3000
21155,M,45,40-49,3,4200
21156,F,46,40-49,0,19800
21157,M,72,70-79,0,5598
21158,F,53,50-59,0,12000
21159,F,45,40-49,1,5719
21160,M,86,80-89,0,2000
21161,F,33,30-39,1,4700
21162,M,56,50-59,0,5833
21163,M,46,40-49,3,5542
21164,F,40,40-49,2,4300
21165,M,28,20-29,1,5416
21166,F,44,40-49,2,10000
21167,M,49,40-49,0,2000
21168,M,52,50-59,0,7580
21169,M,60,60-69,0,3500
21170,F,48,40-49,1,8000
21171,M,70,70-79,0,5598
21172,M,87,80-89,0,4000
21173,F,30,30-39,1,7125
21174,M,91,90+,0,4388
21175,M,60,60-69,0,7492
21176,F,57,50-59,0,5416
21177,M,38,30-39,5,6261
21178,F,53,50-59,3,5989
21179,F,57,50-59,1,13334
21180,M,50,50-59,0,2400
21181,F,54,50-59,0,7580
21182,M,50,50-59,3,7580
21183,M,48,40-49,0,7489
21184,F,54,50-59,2,10768
21185,M,62,60-69,1,5500
21186,F,35,30-39,0,5499
21187,M,37,30-39,0,3125
21188,M,62,60-69,0,3000
21189,M,46,40-49,2,5691
21190,F,50,50-59,0,6100
21191,M,53,50-59,0,7580
21192,M,80,80-89,1,20833
21193,F,69,60-69,2,7495
21194,M,36,30-39,0,7056
21195,M,61,60-69,2,7166
21196,F,87,80-89,0,22745
21197,M,29,20-29,0,3500
21198,F,40,40-49,0,3299
21199,F,69,60-69,0,2651
21200,M,55,50-59,1,7580
21201,F,25,20-29,0,1
21202,M,39,30-39,1,5624
21203,M,47,40-49,0,2250
21204,F,55,50-59,0,22500
21205,M,37,30-39,2,9083
21206,F,56,50-59,0,5907
21207,M,63,60-69,0,2500
21208,M,36,30-39,0,5499
21209,M,33,30-39,0,4850
21210,F,57,50-59,0,22483
21211,M,28,20-29,0,2108
21212,M,46,40-49,1,5500
21213,F,64,60-69,1,9000
21214,M,54,50-59,2,7580
